#FeatureID	ESTIMATED
G000010605	0.0267476
G000092385	0.0232054
G000147815	0.0184824
G000158935	0.024603
G000158955	0.0177595
G000203835	0.0331333
G000213055	0.0148437
G000317595	0.0183619
G000349325	0.0260488
G000376565	0.0321454
G000444875	0.0197113
G000497425	0.0207475
G000695235	0.0153016
G000716215	0.019374
G000716805	0.0312538
G000718315	0.0180968
G000720475	0.0257115
G000721235	0.0188679
G000725495	0.021374
G000938975	0.0177354
G000968255	0.0219764
G001005085	0.0302176
G001013905	0.0983638
G001278075	0.018892
G001418335	0.0258079
G001418415	0.0542905
G001418495	0.020868
G001418585	0.0206752
G001418655	0.0298079
G001419695	0.0510374
G001509795	0.0284826
G001511815	0.0230126
G001513975	0.0235668
G001514045	0.0316393
G001611795	0.0246271
G001646665	0.0188438
G001660045	0.0343864
