#FeatureID	ESTIMATED
G000007865	0.0183954
G000015005	0.0192619
G000015305	0.0179977
G000015405	0.0273161
G000164135	0.0165488
G000184435	0.0139493
G000195855	0.141694
G000222105	0.0229978
G000230895	0.0173869
G000230935	0.0115486
G000266905	0.0166908
G000277125	0.0177278
G000317305	0.0112929
G000328565	0.0125004
G000340435	0.052189
G000455325	0.0146453
G000526915	0.137419
G000612825	0.0179693
G000613185	0.0176994
G000613245	0.0117901
G000620625	0.0137646
G000759695	0.0182107
G000805385	0.0171738
G000972925	0.0118611
G001005175	0.0363221
G001021385	0.0129975
G001021495	0.0156539
G001044235	0.0161936
G001049355	0.011435
G001307545	0.0129549
G001417955	0.0151851
G001428895	0.015455
G001494595	0.0149294
G001499855	0.025924
G001499915	0.0244751
G001570425	0.0159806
G001583415	0.0506833
G001584765	0.0205546
G001655245	0.0205404
G001881585	0.012685
