#FeatureID	ESTIMATED
G000015305	0.117065
G000015405	0.0412847
G000184435	0.0630802
G000230895	0.0162602
G000230935	0.0145448
G000234585	0.0158277
G000266905	0.0459551
G000317305	0.0182494
G000328565	0.0172116
G000455165	0.0353313
G000455325	0.0481174
G000559085	0.0137664
G000612825	0.0631811
G000613185	0.0317275
G000620625	0.0276769
G000805385	0.038762
G001005175	0.0273742
G001021385	0.0131753
G001044245	0.0355619
G001049355	0.0520527
G001291445	0.0175575
G001307545	0.0372052
G001426545	0.0217235
G001428895	0.0328807
G001494595	0.0183792
G001499855	0.0197198
G001499915	0.0196621
G001570425	0.0424523
G001583415	0.054215
