#FeatureID	ESTIMATED
G000009765	0.0211026
G000091305	0.106028
G000158935	0.020321
G000158955	0.0937893
G000203835	0.0219604
G000317595	0.0559114
G000331005	0.0282321
G000349325	0.03153
G000376565	0.0385261
G000444875	0.0219032
G000497445	0.0262496
G000716215	0.0458271
G000716805	0.0238476
G000718315	0.0169469
G000721105	0.0435968
G000721275	0.0203782
G000725795	0.0150597
G000830005	0.0268024
G000968255	0.021522
G001005085	0.0325784
G001013905	0.0202448
G001279985	0.0228754
G001298575	0.0189485
G001418335	0.0202066
G001418415	0.0166228
G001418585	0.0308818
G001418655	0.0247436
G001419695	0.0143162
G001509795	0.0234664
G001513975	0.042148
G001654495	0.0179572
G001660045	0.0186816
G001905365	0.0167944
