#FeatureID	ESTIMATED
G000010605	0.0166935
G000091305	0.0167562
G000156435	0.0226689
G000158935	0.0489522
G000158955	0.0902576
G000163875	0.0541337
G000203835	0.0201199
G000317595	0.0192424
G000331005	0.0170696
G000349325	0.0227107
G000376565	0.0199946
G000716215	0.0283309
G000716805	0.0178217
G000717745	0.0176337
G000718095	0.0179471
G000719135	0.0202035
G000719335	0.0183858
G000720455	0.0525458
G000721105	0.0291666
G000721235	0.0387147
G001005085	0.018929
G001013905	0.0206214
G001083795	0.0340973
G001279985	0.0209765
G001298575	0.018553
G001418335	0.0252596
G001418415	0.016401
G001418475	0.0161503
G001418585	0.0202244
G001418655	0.020308
G001509795	0.0272653
G001511815	0.0205378
G001514045	0.0239016
G001654495	0.0160249
G001660045	0.0188455
G001746425	0.0578526
G001905365	0.0347032
