#FeatureID	ESTIMATED
G000009765	0.0139175
G000010605	0.0224297
G000091305	0.124236
G000156435	0.0135344
G000158955	0.0168684
G000253235	0.0149247
G000317595	0.0869096
G000331005	0.0216494
G000349325	0.0172798
G000376565	0.0136479
G000444875	0.0149531
G000497425	0.020713
G000497445	0.0127399
G000716215	0.0188262
G000716675	0.017223
G000716805	0.0245719
G000717025	0.0145417
G000718095	0.0236356
G000718595	0.0168116
G000720455	0.0132932
G000721105	0.0171237
G000721275	0.0144991
G000725495	0.0146126
G000830005	0.022231
G000968255	0.0130237
G001005085	0.0130521
G001278075	0.0240328
G001279695	0.0240186
G001279985	0.0194788
G001298575	0.0178614
G001418335	0.0126974
G001418465	0.016769
G001418585	0.0176061
G001418655	0.0195497
G001419745	0.015322
G001509795	0.0285443
G001511815	0.0140877
G001513975	0.0343326
G001514045	0.0154638
G001611795	0.0146694
G001646665	0.0279059
G001654495	0.0144424
G001660045	0.0125413
G001746425	0.0130662
G001750785	0.0183722
G001905365	0.0219899
