REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.168759	0.48225	0.17122517024087267
G000010605	0.177736	0.4365	0.184731941825994
G000091305	0.152191	0.56074	0.16673224365024253
G000156435	0.17134	0.45077	0.17632701786816468
G000158935	0.173617	0.47649	0.1805870178681647
G000158955	0.170685	0.47284	0.18068701786816468
G000163875	0.183616	0.40717	0.2084950396932545
G000203835	0.172983	0.48146	0.1806470178681647
G000204605	0.178905	0.42019	0.1800788630874552
G000213055	0.19157	0.34594	0.2145845972472469
G000242715	0.0451118	0.00176	0.19359691386176192
G000253235	0.177822	0.45117	0.1796750396932545
G000317595	0.155611	0.53467	0.16357876058444545
G000331005	0.17029	0.50205	0.18364886308745518
G000349325	0.16919	0.48325	0.17092830478785087
G000373565	0.209168	0.01511	0.19003165949026882
G000375725	0.225917	0.02866	0.18412194182599398
G000376565	0.172956	0.49654	0.1773988630874552
G000384175	0.218096	0.02494	0.1797150396932545
G000444875	0.174381	0.44778	0.1629469138617619
G000497425	0.17906	0.43721	0.19559846101065817
G000497445	0.173393	0.44365	0.17689691386176193
G000716215	0.167592	0.49175	0.1770783769024058
G000716675	0.17889	0.45608	0.17909165949026884
G000716805	0.171997	0.49233	0.18705517024087265
G000717025	0.178841	0.41113	0.18887194182599398
G000718095	0.176346	0.42889	0.19035846101065812
G000718315	0.177862	0.43288	0.17460691386176194
G000718595	0.178279	0.44076	0.1810450396932545
G000719335	0.184017	0.42211	0.19211503969325452
G000719955	0.185296	0.38073	0.1893845972472469
G000720455	0.182762	0.41223	0.19944503969325453
G000720475	0.179103	0.42092	0.18719165949026886
G000721105	0.168531	0.49409	0.17020837690240584
G000721235	0.175448	0.4688	0.1768870178681647
G000721265	0.188626	0.36008	0.21420846101065813
G000721275	0.180514	0.45319	0.18438503969325448
G000725495	0.172508	0.46948	0.17418517024087266
G000725795	0.174262	0.40274	0.17628691386176193
G000802245	0.180256	0.37058	0.19394691386176194
G000818195	0.232655	0.02656	0.19435846101065815
G000819545	0.176126	0.12708	0.18367629120319937
G000827005	0.183958	0.40385	0.1900785280855583
G000830005	0.177155	0.45435	0.1770950396932545
G000968255	0.169628	0.49305	0.17340517024087265
G001005085	0.173022	0.48331	0.17485691386176194
G001013905	0.17238	0.458	0.17054701786816467
G001278075	0.177138	0.45378	0.19273503969325445
G001279695	0.176367	0.4477	0.1859850396932545
G001279725	0.182752	0.38122	0.20246503969325447
G001279985	0.172795	0.46527	0.17546701786816468
G001298575	0.175325	0.4776	0.1816888630874552
G001418335	0.172237	0.45248	0.18351517024087263
G001418415	0.175136	0.42962	0.1829170178681647
G001418465	0.177668	0.43683	0.18163165949026885
G001418585	0.169849	0.48402	0.1752483769024058
G001418655	0.168794	0.49651	0.16823517024087264
G001419695	0.176614	0.39417	0.1886370178681647
G001419745	0.175417	0.44531	0.17989165949026883
G001509795	0.168483	0.46775	0.16423770431042284
G001511815	0.173599	0.4869	0.16804691386176193
G001513975	0.164838	0.51155	0.16763687363905477
G001514045	0.169394	0.4879	0.17585837690240583
G001611795	0.170988	0.48914	0.1712570178681647
G001646665	0.173334	0.46656	0.1761750396932545
G001654495	0.175033	0.43724	0.17133691386176192
G001660045	0.172601	0.46519	0.17817701786816467
G001693675	0.183873	0.40948	0.2060150396932545
G001746425	0.182638	0.41749	0.1954450396932545
G001750785	0.180955	0.41233	0.19025503969325452
G001905365	0.177597	0.42973	0.178831941825994
