REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000011365	0.159354	0.43255	0.18643590079424702
G000013365	0.185527	0.23324	0.23679516557987174
G000013745	0.187459	0.2202	0.24476516557987177
G000013885	0.167936	0.25604	0.22471332749661152
G000014825	0.185071	0.20005	0.24279516557987177
G000195775	0.187401	0.2249	0.2513851655798718
G000218565	0.19033	0.14955	0.27812516557987177
G000239815	0.206349	0.00094	0.22307726578408993
G000284375	0.157354	0.41675	0.177935900794247
G000308295	0.204015	0.14358	0.26122516557987174
G000314675	0.19679	0.2029	0.25836516557987177
G000314735	0.196103	0.14651	0.2800451655798718
G000333455	0.201424	0.00519	0.26133516557987174
G000336555	0.192396	0.18951	0.26039516557987175
G000344805	0.181047	0.28244	0.2267472657840899
G000379145	0.194973	0.00812	0.17927868049976542
G000472385		0.22013726578408993
G000472425	0.178832	0.28815	0.21954726578408992
G000472865	0.17882	0.05538	0.1974678232204154
G000473125	0.184455	0.03622	0.18264590079424703
G000504425	0.190622	0.17879	0.26168516557987176
G000516555	0.188413	0.06059	0.2771151655798718
G000701345	0.189205	0.27834	0.21767949751721005
G000935205	0.188739	0.22824	0.24389516557987176
G000938285	0.162623	0.37889	0.186655900794247
G001295845	0.18581	0.24569	0.24340516557987177
G001425835	0.189831	0.19768	0.25846516557987176
G001440405	0.175965	0.319	0.19895166502019732
G001440475	0.208692	0.01497	0.20565166502019733
G001693385	0.179625	0.32047	0.2088216650201973
G001908185	0.157781	0.3931	0.182045900794247
G900011245	0.166718	0.36672	0.189085900794247
G900104755	0.172591	0.34535	0.2030716650201973
G900108575	0.191487	0.23107	0.2537451655798718
