#FeatureID	ESTIMATED
G000015005	0.017884
G000184435	0.0512302
G000214155	0.0140384
G000230895	0.0194409
G000230935	0.0867853
G000234585	0.010592
G000317305	0.0106053
G000328565	0.0159279
G000455165	0.0332264
G000455325	0.0163537
G000559085	0.161049
G000612825	0.0171654
G000613185	0.0187622
G000620625	0.0178042
G000805385	0.013586
G000972925	0.0282232
G001005175	0.0206518
G001021505	0.0330801
G001044235	0.0708307
G001044245	0.0317494
G001049355	0.0420753
G001291445	0.0124682
G001307545	0.0122021
G001426545	0.0133465
G001428895	0.0173251
G001494595	0.0368325
G001499855	0.0178441
G001499915	0.017059
G001570425	0.0159412
G001583415	0.0274115
G001655245	0.0702053
G001673105	0.028303
