#FeatureID	ESTIMATED
G000284035	0.0245573
G000308355	0.286006
G000308495	0.0313502
G000308515	0.0838803
G000308595	0.0284689
G000308615	0.0259502
G000308655	0.041425
G000308675	0.0193864
G000308715	0.0592276
G000308755	0.0221531
G000308795	0.0244428
G000308835	0.0226492
G000308855	0.0146924
G000308875	0.031312
G000381925	0.0202259
G000523235	0.0232598
G000526215	0.0399939
G001182745	0.0293467
G001310275	0.0239658
G001612765	0.0236223
G001613465	0.0269043
G001613505	0.0181652
G001865855	0.0523584
G001886715	0.0266562
