#FeatureID	ESTIMATED
G000091305	0.0167733
G000156435	0.0302517
G000158935	0.0253431
G000158955	0.041913
G000203835	0.0266041
G000204605	0.0154852
G000317595	0.0148614
G000331005	0.0156072
G000349325	0.0267533
G000376565	0.0187531
G000444875	0.0180615
G000497445	0.0164343
G000716215	0.0245024
G000716675	0.0132071
G000716805	0.0124071
G000718315	0.0188886
G000719955	0.0146173
G000720475	0.0104274
G000721105	0.0216277
G000721235	0.0259668
G000725495	0.0144004
G000725795	0.0138444
G000827005	0.0130173
G000968255	0.157794
G001005085	0.020109
G001279985	0.0251939
G001298575	0.0210582
G001418335	0.0125563
G001418415	0.0183463
G001418465	0.0128953
G001418475	0.0129631
G001418585	0.024204
G001418655	0.0173564
G001419695	0.0169632
G001419745	0.0138038
G001509795	0.0537642
G001511815	0.0260888
G001513975	0.0498047
G001514045	0.0208955
G001654495	0.021126
G001660045	0.0253295
