#FeatureID	ESTIMATED
G000009765	0.028268
G000091305	0.144784
G000156435	0.0170294
G000158935	0.0126794
G000158955	0.0222302
G000203835	0.0132969
G000317595	0.0983753
G000331005	0.0355271
G000349325	0.0328924
G000376565	0.0494689
G000444875	0.0167824
G000497445	0.0173313
G000716215	0.0503609
G000716805	0.0316985
G000718315	0.0127892
G000721105	0.0616955
G000721235	0.0123501
G000968255	0.0145319
G001005085	0.0386009
G001013905	0.0150397
G001279985	0.016851
G001298575	0.022683
G001418335	0.0247139
G001418585	0.0385048
G001418655	0.0308203
G001509795	0.0233554
G001511815	0.0170568
G001513975	0.0450915
G001611795	0.0259901
G001654495	0.0145731
G001660045	0.014628
