#FeatureID	ESTIMATED
G000023245	0.0189832
G000062885	0.0183447
G000196835	0.0223882
G000328705	0.0167486
G000374445	0.0172168
G000384315	0.014812
G000423625	0.052757
G000482865	0.0163017
G000525635	0.0149822
G000564855	0.0279427
G000568255	0.0174083
G000620785	0.0668454
G000715825	0.01345
G000716595	0.0133648
G000716755	0.0291132
G000717175	0.111047
G000717335	0.0156207
G000720955	0.0179404
G000732925	0.0115772
G000739085	0.0258571
G000974445	0.0158973
G001302585	0.0153015
G001420995	0.36283
G001701025	0.0150674
G001921215	0.0199196
G900115565	0.0159612
G900129375	0.012322
