#FeatureID	ESTIMATED
G000007745	0.0173893
G000021885	0.0130547
G000172375	0.0133208
G000209675	0.0171865
G000261285	0.167632
G000348525	0.0316354
G000442905	0.0336886
G000444545	0.0158937
G000444565	0.0186314
G000444685	0.0235364
G000444705	0.0171865
G000688835	0.0281499
G000771775	0.0156783
G000771795	0.0332577
G000771805	0.0169964
G000771955	0.0165401
G000772295	0.0215719
G000772365	0.0141573
G000772395	0.0239927
G000827595	0.0122942
G000968335	0.0400639
G000969305	0.0114197
G001262035	0.0110141
G001276545	0.0256531
G001611775	0.0301651
G001678465	0.0268951
G001679325	0.225668
G001938355	0.0275796
G002015085	0.030951
G900110905	0.0187962
