REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009245	0.0149493	0.90139	0.03580206991986707
G000011405	0.0151457	0.90168	0.03686049405220024
G000014605	0.0151131	0.90156	0.03686049405220024
G000017785	0.0151851	0.90208	0.03596751295901881
G000019285	0.168836	0.55249	0.20621619497849514
G000153845	0.0155769	0.87617	0.03874125979556044
G000154145	0.0176564	0.87003	0.03759696773716866
G000168775	0.0149225	0.9021	0.03606885473030754
G000170295	0.0155414	0.9017	0.036277512959018814
G000219045	0.175917	0.5154	0.21758619497849513
G000262205	0.176199	0.51449	0.21704619497849512
G000313385	0.0152021	0.90206	0.03658751295901881
G000505725	0.175529	0.51414	0.21708619497849513
G000524575	0.017309	0.89964	0.037376967737168657
G000681495	0.0154428	0.89194	0.036027512959018806
G000742095	0.0196153	0.87968	0.04207308152340013
G000833335	0.0149469	0.90139	0.03580206991986707
G001042525	0.175531	0.51419	0.2164861949784951
G001042545	0.175602	0.51396	0.2164861949784951
G001412545	0.0173712	0.89848	0.038636967737168654
G001574475	0.0152856	0.90251	0.035717512959018816
G001574485	0.0151063	0.90198	0.035717512959018816
G001574495	0.0152802	0.90237	0.035717512959018816
G001574555	0.0150572	0.90273	0.03529885473030754
G001574565	0.0152292	0.90242	0.035717512959018816
G001574585	0.0151608	0.90207	0.035717512959018816
G001574605	0.0152416	0.90233	0.035717512959018816
G001574635	0.015204	0.9022	0.036451118872366066
G001574655	0.0149273	0.90207	0.03554206991986708
G001574675	0.0150638	0.90269	0.03555206991986708
G001574695	0.0149831	0.90242	0.035508854730307536
G001574705	0.0152837	0.90256	0.035717512959018816
G001574735	0.0148813	0.90174	0.03554206991986708
G001574755	0.0152353	0.90232	0.035717512959018816
G001574775	0.0149394	0.90211	0.03536885473030754
G001574785	0.0150874	0.90239	0.03555920916162893
G001574795	0.015192	0.90213	0.035717512959018816
G001574835	0.0153047	0.90258	0.035717512959018816
G001574885	0.0157911	0.79364	0.03559733574335812
G001574905	0.0138377	0.19973	0.03590885473030754
G001574935	0.0171837	0.17571	0.03590885473030754
G001574945	0.0214241	0.21588	0.036167867390340204
G001608445	0.0987329	0.81054	0.10770926308613625
G001611815	0.0149745	0.90082	0.03643903194596824
G001696925	0.0150515	0.90181	0.03588206991986708
G001696935	0.0151834	0.90041	0.03543885473030754
G001696945	0.017386	0.89512	0.03735696773716865
G001696955	0.0152111	0.89521	0.03556206991986708
G001753795	0.138866	0.6459	0.1429344111730269
