#FeatureID	ESTIMATED
G000184435	0.0718386
G000230895	0.0264807
G000230935	0.0461307
G000234585	0.0148065
G000266905	0.0495529
G000317305	0.0155655
G000455165	0.0438952
G000455325	0.0264669
G000612825	0.0318209
G000613185	0.0259977
G000620625	0.0302478
G000805385	0.0212508
G001005175	0.0316278
G001021385	0.0773721
G001044235	0.0648424
G001044245	0.0298615
G001049355	0.054217
G001291445	0.0161451
G001307545	0.0199536
G001426545	0.0182839
G001428895	0.0235276
G001494595	0.0280538
G001499855	0.0281366
G001499915	0.0271568
G001570425	0.0266738
G001583415	0.0439642
G001655245	0.10613
