#FeatureID	ESTIMATED
G000015005	0.0337418
G000015305	0.0317181
G000015405	0.0276989
G000184435	0.0263639
G000230895	0.0243824
G000230935	0.0554541
G000266905	0.0347115
G000317305	0.0401079
G000455165	0.023764
G000455325	0.0350488
G000613185	0.0431715
G000620625	0.0363136
G000805385	0.0269682
G001005175	0.0260266
G001021385	0.0996936
G001044235	0.0824222
G001049355	0.029048
G001291445	0.0216701
G001307545	0.0283032
G001426545	0.081846
G001494595	0.0313247
G001499855	0.0240872
G001499915	0.0219512
G001570425	0.0466708
G001583415	0.034838
G001655245	0.0326738
