REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000015005	0.192923	0.36435	0.23806027934264
G000015305	0.191697	0.37048	0.22342971915298715
G000015405	0.193191	0.34827	0.22998625514868776
G000184435	0.192426	0.34045	0.2259697191529871
G000230895	0.198129	0.31514	0.2419829217143257
G000230935	0.186484	0.36029	0.23038842879407195
G000234585	0.203831	0.16185	0.24040496857970317
G000266905	0.190967	0.3711	0.2191414425199022
G000317305	0.193493	0.32646	0.23678361856195518
G000373905	0.198142	0.1193	0.2466772931589691
G000379865		0.2230125027953461
G000455165	0.197343	0.33048	0.2373797191529871
G000455325	0.191186	0.36509	0.22303864587770583
G000613185	0.192132	0.38192	0.22286394700942724
G000620625	0.1966	0.37455	0.2411595966901872
G000805385	0.194377	0.34559	0.2311086458777058
G001005175	0.194031	0.3251	0.22078250279534611
G001021385	0.178806	0.37954	0.2265402650008061
G001044235	0.183553	0.43191	0.20832479945918256
G001049355	0.195399	0.36484	0.23638971915298712
G001291445	0.196824	0.31109	0.23882809523568088
G001307545	0.193644	0.33954	0.22813864587770583
G001426545	0.183665	0.37082	0.24909959669018722
G001494595	0.190539	0.33415	0.2296341839814425
G001499855	0.19489	0.31839	0.2206125027953461
G001499915	0.19667	0.31558	0.22606250279534607
G001570425	0.192407	0.37519	0.23000729315896912
G001583415	0.189622	0.36527	0.2171225027953461
G001655245	0.191142	0.37482	0.22004971915298716
