#FeatureID	ESTIMATED
G000009765	0.0258534
G000091305	0.0321711
G000158955	0.0215203
G000253235	0.0193537
G000317595	0.0287301
G000349325	0.0266363
G000376565	0.047665
G000716215	0.0400546
G000716805	0.0300228
G000721105	0.0353937
G000725495	0.0168958
G000968255	0.0276741
G001005085	0.0240328
G001279985	0.0166409
G001298575	0.0336277
G001418335	0.0219026
G001418465	0.0199727
G001418475	0.0260901
G001418585	0.0303505
G001418655	0.041766
G001419745	0.0224124
G001509795	0.0169868
G001511815	0.0188439
G001513975	0.0361584
G001514045	0.0357579
G001611795	0.0382886
G900090125	0.265198
