#FeatureID	ESTIMATED
G000007865	0.0199312
G000015005	0.0300234
G000015305	0.0290558
G000015405	0.0260639
G000157895	0.0146917
G000184435	0.0231613
G000222105	0.0174008
G000230895	0.0204373
G000230935	0.0137688
G000266905	0.0304848
G000277125	0.0203927
G000317305	0.0355309
G000455165	0.020869
G000455325	0.0301425
G000559085	0.0124589
G000613185	0.0362305
G000620625	0.0309314
G000689255	0.0135753
G000759695	0.0139325
G000805385	0.0226403
G001005175	0.020482
G001021385	0.0130096
G001021495	0.0964856
G001044235	0.076733
G001049355	0.0245307
G001291445	0.017103
G001307545	0.0249922
G001417955	0.0151382
G001426545	0.0813772
G001494595	0.0140218
G001499855	0.0202885
G001499915	0.0181152
G001570425	0.0430628
G001583415	0.0280734
G001655245	0.027478
G001673105	0.0173859
