#FeatureID	ESTIMATED
G000009765	0.0213856
G000091305	0.100932
G000156435	0.0197891
G000158935	0.0289968
G000158955	0.0228707
G000203835	0.0307047
G000317595	0.0518304
G000331005	0.0242259
G000349325	0.029628
G000376565	0.037332
G000444875	0.0344917
G000497425	0.0147583
G000497445	0.0470966
G000716215	0.0369978
G000716805	0.019028
G000718315	0.0274003
G000721105	0.0387429
G000721275	0.0185268
G000725795	0.0194178
G000802245	0.0192693
G000830005	0.0267877
G000968255	0.0222767
G001005085	0.0336192
G001013905	0.0197891
G001279985	0.020476
G001298575	0.019455
G001418335	0.0192322
G001418585	0.029331
G001418655	0.023242
G001509795	0.0216455
G001513975	0.0363667
G001654495	0.0206059
G001660045	0.0249499
G001751375	0.0214413
G001905365	0.0173572
