#FeatureID	ESTIMATED
G000009765	0.0198892
G000091305	0.0176133
G000156435	0.0293885
G000158935	0.0388878
G000158955	0.0925334
G000203835	0.0201719
G000317595	0.0286534
G000331005	0.0208504
G000349325	0.0516101
G000376565	0.0296005
G000444875	0.0190128
G000497445	0.0192248
G000716215	0.0480196
G000716805	0.022052
G000718095	0.0135846
G000718315	0.0136694
G000721105	0.0455458
G000721235	0.0291482
G000725495	0.0127364
G000968255	0.0201012
G001005085	0.0211897
G001013905	0.0260241
G001279985	0.0274519
G001298575	0.0169065
G001418335	0.022052
G001418415	0.0161149
G001418475	0.0208504
G001418585	0.0262645
G001418655	0.025699
G001419695	0.0129626
G001509795	0.0647847
G001511815	0.0256566
G001514045	0.0379124
G001654495	0.0145317
G001660045	0.0188573
G001905365	0.0304487
