#FeatureID	ESTIMATED
G000015305	0.0656648
G000015405	0.0454103
G000184435	0.0452481
G000230895	0.0253181
G000266905	0.0418063
G000317305	0.035175
G000328565	0.0253901
G000455165	0.0300573
G000455325	0.0862255
G000559085	0.035229
G000613185	0.069503
G000620625	0.0337334
G000805385	0.0438246
G001005175	0.0445093
G001021385	0.0224349
G001044245	0.0296428
G001049355	0.0357696
G001307545	0.043302
G001426545	0.0247054
G001494595	0.0241828
G001499915	0.0583847
G001570425	0.0635384
G001583415	0.0709446
