#FeatureID	ESTIMATED
G000009245	0.0232525
G000011405	0.0238727
G000014605	0.0238625
G000017785	0.0222053
G000153845	0.0221849
G000154145	0.0172132
G000168775	0.0233542
G000170295	0.0221849
G000313385	0.0221646
G000505725	0.0529612
G000524575	0.0180265
G000681495	0.0221036
G000742095	0.0149154
G000833335	0.0232423
G001042525	0.052951
G001042545	0.0529714
G001412545	0.0179452
G001574475	0.0222968
G001574485	0.0223171
G001574495	0.0222459
G001574555	0.02371
G001574565	0.0222968
G001574585	0.0223476
G001574605	0.0222968
G001574635	0.0239439
G001574655	0.0233847
G001574675	0.0233643
G001574695	0.0235372
G001574705	0.0223375
G001574735	0.0234457
G001574755	0.0222968
G001574775	0.023527
G001574785	0.0233338
G001574795	0.0223781
G001574835	0.0222459
G001574885	0.0217071
G001611815	0.0236084
G001696925	0.0233033
G001696935	0.0235677
G001696945	0.0178842
G001696955	0.0232118
