#FeatureID	ESTIMATED
G000009765	0.023872
G000156435	0.0546705
G000158955	0.0215219
G000203835	0.0225609
G000349325	0.0241441
G000376565	0.0256036
G000497445	0.0422521
G000716215	0.0215219
G000716805	0.0249604
G000717345	0.186177
G000717715	0.0212745
G000718315	0.037354
G000719135	0.0234762
G000721105	0.0237483
G000725495	0.0263705
G000725795	0.0267168
G000935125	0.0302048
G000968255	0.0274095
G001005085	0.0341134
G001013905	0.0243915
G001418335	0.0438601
G001418465	0.0217198
G001418585	0.0264199
G001419745	0.0236246
G001493375	0.0349792
G001509795	0.0219919
G001511815	0.0579359
G001611795	0.0230803
G001660045	0.0240451
