#FeatureID	ESTIMATED
G000009245	0.0279265
G000011405	0.0286249
G000014605	0.0286249
G000017785	0.0291209
G000153845	0.0268435
G000154145	0.0480996
G000170295	0.0289994
G000262205	0.0223999
G000313385	0.0290703
G000478845	0.0292424
G000505725	0.0226428
G000524575	0.0339086
G000742095	0.024647
G000833335	0.0279366
G001042525	0.0227744
G001412545	0.0343641
G001574475	0.0284832
G001574485	0.028382
G001574495	0.0283921
G001574555	0.0282302
G001574565	0.0284933
G001574585	0.0286351
G001574655	0.0281694
G001574695	0.0282201
G001574705	0.0286654
G001574735	0.028048
G001574755	0.0283618
G001574775	0.0278455
G001574785	0.0280986
G001574795	0.0286958
G001574835	0.0284225
G001574885	0.0258819
G001611815	0.0281694
G001696925	0.0277747
G001696935	0.0278051
