#FeatureID	ESTIMATED
G000015305	0.0602863
G000015405	0.0431823
G000184435	0.041668
G000214155	0.0286288
G000230895	0.0262856
G000230935	0.0209775
G000266905	0.0367743
G000317305	0.0294896
G000328565	0.0233685
G000455165	0.0258074
G000455325	0.0629961
G000559085	0.0172155
G000613185	0.0418593
G000620625	0.0297128
G000805385	0.0386872
G000972925	0.0180604
G001005175	0.0504033
G001021385	0.0173271
G001021505	0.0282622
G001044245	0.0286607
G001049355	0.0330443
G001307545	0.0375554
G001426545	0.0199413
G001494595	0.0212006
G001499915	0.0561577
G001570425	0.0538305
G001583415	0.0883413
G001673105	0.0202761
