#FeatureID	ESTIMATED
G000009765	0.0293387
G000091305	0.066181
G000156435	0.0247745
G000158935	0.0498047
G000158955	0.031493
G000203835	0.0520137
G000204605	0.0161573
G000317595	0.0255048
G000331005	0.0236791
G000349325	0.0317852
G000376565	0.0382846
G000444875	0.0295578
G000497445	0.034049
G000716215	0.0367693
G000716805	0.0205572
G000718315	0.0241538
G000721105	0.0374813
G000721275	0.0196626
G000725795	0.0180012
G000830005	0.0161573
G000968255	0.0302151
G001005085	0.0305072
G001013905	0.0221638
G001279985	0.022109
G001298575	0.0215248
G001418335	0.0228393
G001418585	0.0286085
G001418655	0.0270384
G001419695	0.0158652
G001509795	0.0230949
G001513975	0.0352905
G001654495	0.0217804
G001660045	0.0413152
G001751375	0.0322416
