REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.174935	0.4678	0.17704232869854294
G000010605	0.180933	0.43277	0.19329318375923818
G000091305	0.17399	0.49248	0.18356674121460953
G000092385	0.186637	0.43588	0.2161569314253865
G000147815	0.187633	0.42655	0.21491693142538654
G000156435	0.172459	0.47465	0.18033461243653234
G000158915	0.186491	0.41621	0.2220469314253865
G000158935	0.165434	0.51842	0.1801933948360397
G000158955	0.173729	0.47205	0.18574185351015368
G000163875	0.188855	0.39665	0.21238880000901134
G000203835	0.165979	0.52338	0.18025339483603967
G000213055	0.194016	0.35664	0.21981331767911688
G000225525	0.194591	0.05678	0.17955034308519124
G000242715	0.0313432	0.00095	0.20006742040953227
G000253235	0.181756	0.44294	0.18459183696459264
G000331005	0.179801	0.44644	0.19019107366910445
G000342125	0.188084	0.37544	0.20191800947143837
G000349325	0.174302	0.48425	0.17857034308519124
G000373565	0.216242	0.00879	0.1949417378751642
G000375725	0.216308	0.03264	0.19086851138765332
G000376565	0.178718	0.47881	0.18394107366910445
G000384175	0.193742	0.07607	0.18463183696459265
G000429085	0.179852	0.40399	0.1933071899542929
G000444875	0.176701	0.46885	0.16886777184340246
G000497425	0.183729	0.41036	0.20436244782168478
G000497445	0.177352	0.45793	0.18256419001699958
G000695235	0.187989	0.42042	0.20131225983597326
G000716215	0.174259	0.486	0.18371034308519124
G000716805	0.178727	0.45047	0.19287232869854296
G000717025	0.181534	0.40961	0.1974331837592382
G000717345	0.185327	0.41758	0.19485225983597323
G000718015	0.186052	0.38388	0.19827225983597324
G000718095	0.183315	0.40754	0.1991224478216848
G000718315	0.179513	0.44748	0.1804082830246786
G000718595	0.182656	0.43159	0.18596183696459267
G000718635	0.185926	0.41206	0.2011280094714384
G000719265	0.186273	0.38683	0.1964880094714384
G000719335	0.184507	0.4204	0.19828358913078728
G000719955	0.186309	0.40418	0.19461331767911688
G000720455	0.186059	0.40861	0.2056135891307873
G000720475	0.181211	0.44381	0.19076886561289907
G000721105	0.175134	0.47024	0.17684034308519125
G000721235	0.168205	0.50056	0.17649339483603965
G000721265	0.192578	0.36071	0.22297244782168477
G000721275	0.183415	0.44822	0.1893018369645926
G000725495	0.17751	0.47568	0.180002328698543
G000725795	0.177919	0.41236	0.18230469055192292
G000818195	0.208573	0.0691	0.20312244782168476
G000819545	0.182572	0.15324	0.19010959927423013
G000827005	0.1872	0.41816	0.19530874513185642
G000830005	0.182096	0.44687	0.18201183696459264
G000935125	0.186363	0.38405	0.19428225983597322
G000938975	0.188378	0.43276	0.21146693142538656
G000968255	0.176206	0.4811	0.17922232869854296
G001005085	0.178635	0.49268	0.18103445152806857
G001013905	0.173369	0.4768	0.17531074529480978
G001187435	0.188466	0.3771	0.19942800947143838
G001279695	0.180971	0.4312	0.1927161049190525
G001279725	0.186401	0.37085	0.20863358913078728
G001279985	0.176591	0.47957	0.1811214892433159
G001298575	0.180394	0.45878	0.18823107366910447
G001418335	0.178005	0.46157	0.189332328698543
G001418415	0.172023	0.45686	0.1844685175558648
G001418465	0.179113	0.45332	0.18614345356010864
G001418475	0.172815	0.47981	0.1839667412146095
G001418585	0.176282	0.4709	0.18188034308519124
G001418655	0.176771	0.47947	0.17405232869854298
G001419745	0.178349	0.46297	0.1844034535601086
G001509795	0.175193	0.4727	0.17427034308519126
G001511815	0.176547	0.49509	0.1736871943949916
G001513975	0.173565	0.46954	0.17606034308519125
G001514045	0.176152	0.4815	0.18249034308519124
G001611795	0.173143	0.48025	0.1763118535101537
G001646665	0.1808	0.43843	0.18109183696459263
G001654495	0.175687	0.45569	0.17754188970125703
G001693675	0.187457	0.38577	0.20990880000901135
G001729485	0.183666	0.411	0.19309225983597325
G001746425	0.185005	0.40167	0.20161358913078728
G001750785	0.185348	0.40717	0.19517183696459264
