#FeatureID	ESTIMATED
G000009765	0.50042
G000091305	0.0113027
G000156435	0.0196215
G000158935	0.0114319
G000158955	0.0152554
G000203835	0.012194
G000317595	0.012827
G000331005	0.0141962
G000349325	0.0252664
G000444875	0.0150875
G000497445	0.0142479
G000716215	0.0214558
G000716805	0.0169347
G000718315	0.0113286
G000721105	0.0209649
G000721235	0.0200478
G001005085	0.0174385
G001013905	0.0133437
G001279985	0.0155784
G001298575	0.021107
G001418415	0.0114836
G001418585	0.0260156
G001418655	0.0197636
G001511815	0.0141187
G001513975	0.0532584
G001514045	0.0223213
G001611795	0.0171672
G001654495	0.0129949
G001660045	0.012827
