#FeatureID	ESTIMATED
G000014385	0.0252331
G000309425	0.0279366
G000725025	0.0267751
G000725035	0.0270554
G000762045	0.0153201
G001867465	0.0257437
G001867525	0.0250829
G001867615	0.0248125
G001867795	0.0248225
G001867915	0.0249327
G001867975	0.0249927
G001868055	0.0248826
G001868105	0.0257738
G001868115	0.0256436
G001868145	0.0248025
G001868185	0.0249527
G001868195	0.0245221
G001868205	0.025193
G001868225	0.0249126
G001868275	0.025954
G001868315	0.0249126
G001868345	0.0250728
G001868405	0.0249126
G001868525	0.0249627
G001868545	0.0247825
G001868555	0.0247624
G001868805	0.0247825
G001869295	0.0248726
G001869305	0.0248726
G001869395	0.0249126
G001869405	0.0248526
G001869445	0.0250328
G001869655	0.0257137
G001869735	0.0248526
G001869815	0.0248425
G001869945	0.0258038
G001869985	0.0248826
G001870005	0.0248626
G001870015	0.0250628
G001939485	0.0259039
