#FeatureID	ESTIMATED
G000009765	0.0150111
G000091305	0.0175773
G000156435	0.042636
G000158935	0.0170833
G000158955	0.0230107
G000203835	0.0187459
G000204605	0.013698
G000317595	0.0147341
G000331005	0.0130595
G000349325	0.0284079
G000376565	0.0287212
G000444875	0.0372628
G000497445	0.0402747
G000716215	0.02436
G000716675	0.0145533
G000716805	0.0145533
G000718315	0.0273478
G000720475	0.0103488
G000721105	0.0220469
G000721235	0.0173122
G000725495	0.0173484
G000725795	0.0171195
G000802245	0.0164207
G000968255	0.0165653
G001013905	0.0273237
G001279985	0.0183001
G001298575	0.0129269
G001418335	0.0122161
G001418415	0.19806
G001418465	0.0166135
G001418475	0.015481
G001418585	0.0230107
G001418655	0.0164809
G001419745	0.0175291
G001513975	0.0460334
G001514045	0.0256611
G001611795	0.0230348
G001654495	0.0194687
G001660045	0.0196615
