#FeatureID	ESTIMATED
G000009765	0.0126988
G000091305	0.0156193
G000156435	0.0489861
G000158935	0.0167662
G000158955	0.0232456
G000203835	0.0184806
G000204605	0.0133727
G000317595	0.0131363
G000331005	0.0115046
G000349325	0.0279279
G000376565	0.0250902
G000444875	0.0290748
G000497445	0.0296423
G000716215	0.0231629
G000716675	0.0117529
G000716805	0.0124387
G000718315	0.0212119
G000721105	0.0213893
G000721235	0.0173101
G000725495	0.0131954
G000725795	0.0152054
G000802245	0.0123086
G000968255	0.0139285
G001013905	0.026509
G001279985	0.0169199
G001298575	0.0105941
G001418335	0.0118002
G001418415	0.274514
G001418465	0.0125333
G001418475	0.0149335
G001418585	0.0214839
G001418655	0.0138693
G001419745	0.014094
G001513975	0.0513982
G001514045	0.0236831
G001611795	0.0234466
G001654495	0.0174756
G001660045	0.0192965
