#FeatureID	ESTIMATED
G000009245	0.0265827
G000011405	0.0279503
G000014605	0.0279503
G000017785	0.0263699
G000153845	0.0256506
G000154145	0.0618472
G000168775	0.026532
G000170295	0.0263598
G000313385	0.0263395
G000478845	0.0286189
G000524575	0.0398132
G000681495	0.0260863
G000742095	0.0276058
G000833335	0.0265928
G001412545	0.0404008
G001574475	0.0269474
G001574485	0.0269068
G001574495	0.0268764
G001574555	0.0268866
G001574565	0.0269372
G001574585	0.0270183
G001574655	0.0267853
G001574695	0.0268967
G001574705	0.0271196
G001574735	0.0268258
G001574755	0.0269068
G001574775	0.026613
G001574785	0.0268562
G001574795	0.0270993
G001574835	0.0268562
G001574885	0.0248503
G001611815	0.0269372
G001696925	0.0266029
G001696935	0.0266738
G001696955	0.0267042
