#FeatureID	ESTIMATED
G000011365	0.119175
G000013365	0.0157943
G000013745	0.0105416
G000013885	0.0174664
G000014825	0.0128135
G000195775	0.0107234
G000218565	0.0161032
G000284375	0.0764268
G000314675	0.159833
G000314735	0.0120865
G000336555	0.0705562
G000472425	0.0196838
G000473125	0.0349146
G000701345	0.0179026
G000935205	0.0190113
G000938305	0.089004
G001295845	0.0188113
G001425835	0.020229
G001440405	0.0279716
G001641695	0.0519084
G001693385	0.026972
G001908185	0.0558342
G900011245	0.0393857
G900104755	0.0407306
G900108575	0.0161214
