REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000006785	0.0799848	0.30427	0.29044277306752836
G000007265	0.187561	0.14703	0.3668896100469182
G000007465	0.20879	0.13239	0.3685029516765283
G000009545	0.198611	0.16375	0.3537151917866673
G000014205	0.195352	0.14559	0.3528210890277249
G000017005	0.194588	0.15596	0.3627710890277249
G000026745	0.203786	0.13946	0.36583551823048693
G000027165	0.19106	0.1554	0.35168947987774735
G000187465	0.18311	0.15459	0.3462594798777473
G000187975	0.207144	0.11225	0.3797875321802778
G000187995	0.210191	0.11	0.3816729516765283
G000188015	0.194399	0.18336	0.3511620112606211
G000188035	0.199271	0.16023	0.3589951917866674
G000188055	0.199628	0.14228	0.3743851915726332
G000213825	0.200165	0.17626	0.34949378217368743
G000228185	0.212711	0.09759	0.3922675321802778
G000228205	0.213525	0.09658	0.3901275321802778
G000228385	0.213525	0.09658	0.3901275321802778
G000228505	0.212462	0.0989	0.3855075321802778
G000228805	0.216548	0.12419	0.36778295167652825
G000228845	0.215449	0.12218	0.3673129516765282
G000228925	0.215381	0.12218	0.3673129516765282
G000229145	0.21654	0.12606	0.3683329516765283
G000229225	0.215132	0.12097	0.3668429516765283
G000229545	0.21579	0.12291	0.3679029516765283
G000229705	0.215806	0.12384	0.36785295167652826
G000230225	0.216768	0.12437	0.36779295167652837
G000253395	0.195555	0.13487	0.36780753218027773
G000270145	0.202088	0.14873	0.35501699268665754
G000286075	0.208482	0.11874	0.37290295167652826
G000317855	0.158712	0.25335	0.32927349298050357
G000344275	0.193961	0.15089	0.3552894798777473
G000347835	0.215736	0.12346	0.36843295167652823
G000347915	0.210752	0.11801	0.3741429516765282
G000372425	0.213195	0.07606	0.3851329516765283
G000376985	0.198974	0.14838	0.35411699268665753
G000377005	0.2022	0.13094	0.3685837501268636
G000379985	0.211316	0.02548	0.3532769926866576
G000380005	0.200649	0.1655	0.35186519178666736
G000380025	0.214441	0.00515	0.411044492192114
G000380045	0.220369	0.01945	0.4037561886382497
G000380065	0.210862	0.10176	0.37852108902772486
G000380105	0.219111	0.02753	0.3497869926866575
G000385925	0.194993	0.1454	0.3575310890277249
G000423725	0.212996	0.10857	0.3855229516765283
G000423745	0.204764	0.12988	0.38192588089788926
G000423765	0.199823	0.14014	0.3744758808978893
G000440115	0.205651	0.13383	0.3695755182304869
G000463355	0.202341	0.13989	0.3710710890277249
G000463505	0.207017	0.14629	0.3687610890277249
G000686605	0.208089	0.1029	0.38658753218027775
G000772915	0.200593	0.15235	0.37053703602352533
G000785515	0.187134	0.15228	0.3632475321802777
G001182825	0.203008	0.13311	0.3652916335957469
G001514435	0.19418	0.1305	0.36858753218027773
G001598035	0.201697	0.12976	0.37139965521066554
