#FeatureID	ESTIMATED
G000250675	0.0342518
G000284035	0.026924
G000308495	0.0159509
G000308515	0.0167465
G000308595	0.0549028
G000308615	0.0233341
G000308635	0.0220018
G000308655	0.0168021
G000308675	0.0149886
G000308715	0.041339
G000308755	0.0783849
G000308795	0.0256102
G000308835	0.0167465
G000308855	0.018523
G000308875	0.0657279
G000381925	0.0262578
G000523235	0.0225199
G000719275	0.238763
G000720425	0.0232786
G001310275	0.0272386
G001612765	0.0635258
G001613465	0.0658574
G001613505	0.0191521
G001865855	0.0176533
G001886715	0.0235192
