#FeatureID	ESTIMATED
G000009765	0.0221708
G000091305	0.0180245
G000156435	0.0216544
G000158935	0.0271776
G000158955	0.0164286
G000203835	0.0273027
G000317595	0.0162252
G000331005	0.013581
G000349325	0.0150517
G000376565	0.017383
G000444875	0.018181
G000497445	0.0158184
G000695235	0.0167572
G000716215	0.0151925
G000716805	0.0150674
G000717345	0.0179306
G000718015	0.0144572
G000718315	0.0148483
G000718635	0.0144102
G000720475	0.0743198
G000721105	0.0168823
G000721235	0.0325129
G000725495	0.0235633
G000725795	0.0159592
G000935125	0.0150986
G000938975	0.0148327
G000968255	0.0215136
G001005085	0.0194796
G001013905	0.019151
G001279985	0.0173361
G001298575	0.0259572
G001418335	0.0288517
G001418415	0.0219674
G001418465	0.0295558
G001418475	0.0220612
G001418585	0.0242048
G001418655	0.0176646
G001419695	0.0141912
G001419745	0.0301973
G001509795	0.0231878
G001511815	0.0221708
G001513975	0.0152238
G001514045	0.0210286
G001611795	0.0185252
G001654495	0.0255817
G001660045	0.0206687
G001729485	0.0174612
G001750785	0.0131898
