#FeatureID	ESTIMATED
G000091305	0.0164611
G000156435	0.030208
G000158935	0.0250377
G000158955	0.0435615
G000203835	0.026259
G000204605	0.0154569
G000317595	0.0151719
G000331005	0.0151176
G000349325	0.0259197
G000376565	0.0181438
G000444875	0.018171
G000497445	0.0159861
G000716215	0.0231921
G000716675	0.0131634
G000716805	0.0124713
G000718315	0.0181031
G000719955	0.014819
G000720475	0.0105172
G000721105	0.0211836
G000721235	0.0257026
G000725495	0.0141134
G000725795	0.0133534
G000827005	0.012987
G000968255	0.179525
G001005085	0.0196773
G001279985	0.0249834
G001298575	0.0188223
G001418335	0.0124442
G001418415	0.0181438
G001418465	0.0131363
G001418475	0.0128513
G001418585	0.0237485
G001418655	0.0172346
G001419695	0.0166646
G001419745	0.0138284
G001509795	0.0480397
G001511815	0.0254991
G001513975	0.0455835
G001514045	0.019053
G001654495	0.0205729
G001660045	0.0250919
