#FeatureID	ESTIMATED
G000092385	0.0202072
G000158935	0.0214604
G000158955	0.0305458
G000203835	0.0226912
G000317595	0.0247275
G000331005	0.022266
G000349325	0.0390941
G000376565	0.0718106
G000716215	0.0534831
G000716675	0.0187079
G000716805	0.0388927
G000721235	0.0183499
G000725495	0.0202967
G000968255	0.0195359
G001005085	0.0253989
G001011035	0.0549153
G001013905	0.0177904
G001298575	0.0260031
G001418335	0.0196702
G001418415	0.0197373
G001418465	0.0219079
G001418585	0.0318885
G001418655	0.0516929
G001419745	0.0227583
G001509795	0.0221317
G001511815	0.0205876
G001513975	0.0317318
G001514045	0.142748
G001611795	0.032157
G001654495	0.0166939
G001660045	0.0201177
