#FeatureID	ESTIMATED
G000009765	0.0192439
G000091305	0.0186029
G000156435	0.0314654
G000158935	0.0461227
G000158955	0.025198
G000203835	0.0499829
G000204605	0.0164236
G000317595	0.017848
G000331005	0.0186884
G000349325	0.0311948
G000376565	0.0288445
G000497445	0.0422768
G000716215	0.0282035
G000716675	0.0201128
G000716805	0.0163951
G000718315	0.0334311
G000719955	0.01225
G000720475	0.0139878
G000721105	0.030212
G000721235	0.0461512
G000725795	0.0234887
G000802245	0.0205686
G000968255	0.0232038
G001005085	0.0336448
G001013905	0.0240015
G001298575	0.0221497
G001418335	0.016566
G001418475	0.0160105
G001418585	0.0260811
G001418655	0.0208962
G001419695	0.0171215
G001419745	0.0763489
G001509795	0.0399835
G001513975	0.0419777
G001611795	0.0273774
G001654495	0.0239445
