REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.16883	0.45525	0.15215404626066803
G000091305	0.174717	0.45696	0.1611495521989739
G000156435	0.16667	0.45943	0.15190704633514412
G000158935	0.160058	0.49147	0.14973765219341204
G000158955	0.165706	0.45185	0.15642813319340837
G000203835	0.16115	0.5096	0.149797652193412
G000204605	0.176305	0.41966	0.16114894150963166
G000213055	0.195382	0.32021	0.21136599436052983
G000242715	0.0332506	0.00296	0.1734654974574615
G000317595	0.174128	0.4339	0.15895955219897384
G000331005	0.174165	0.43751	0.16471894150963168
G000349325	0.165959	0.46967	0.1482273215492114
G000373565	0.199322	0.01267	0.17738379981574484
G000376565	0.169003	0.48257	0.15846894150963162
G000497445	0.161707	0.45787	0.15088971664088394
G000716215	0.16422	0.46372	0.15348925716201092
G000716675	0.181577	0.43496	0.1649560084092287
G000716805	0.175453	0.42325	0.16825797729242162
G000718315	0.169264	0.47024	0.1489453596745393
G000719955	0.189639	0.37571	0.18616599436052986
G000720475	0.183248	0.39952	0.17305600840922875
G000721105	0.165558	0.46139	0.14661925716201094
G000721235	0.16246	0.48561	0.14603765219341205
G000725795	0.167872	0.41451	0.15185417037373986
G000802245	0.171076	0.39443	0.16787013173971901
G000819545	0.190209	0.1056	0.16465048839295846
G000968255	0.170543	0.47824	0.15433404626066802
G001005085	0.169058	0.49927	0.15194203848441773
G001013905	0.168056	0.4574	0.1459216197374791
G001298575	0.176545	0.44589	0.16275894150963166
G001418335	0.175041	0.41431	0.16471797729242163
G001418475	0.174273	0.42525	0.16154955219897388
G001418585	0.168821	0.46097	0.15252190699819926
G001418655	0.172247	0.44867	0.14943797729242161
G001419695	0.170973	0.38863	0.16374346762429684
G001419745	0.171518	0.45751	0.16234955531262618
G001509795	0.163999	0.4697	0.141076059746645
G001513975	0.160224	0.46579	0.144785311032634
G001611795	0.166672	0.46869	0.14699813319340838
G001654495	0.169308	0.45264	0.14868272497434032
