#FeatureID	ESTIMATED
G000015005	0.0334615
G000015305	0.0156429
G000015405	0.0197005
G000184435	0.0112384
G000230935	0.0185793
G000266905	0.0138411
G000317305	0.0113718
G000328565	0.010531
G000455325	0.318531
G000559085	0.01599
G000612825	0.0616374
G000613185	0.0224367
G000620625	0.0145084
G000805385	0.229185
G001005175	0.0170711
G001021385	0.0173514
G001044235	0.0155762
G001049355	0.0105443
G001291445	0.0190465
G001428895	0.0183524
G001499855	0.0137743
G001499915	0.0124396
G001570425	0.0405221
G001583415	0.0228371
G001655245	0.0158298
