REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009245	0.00226175	1	0.0012642897707786543
G000011405	0.00232218	1	0.0016902900697313753
G000014605	0.00232253	1	0.0016902900697313753
G000017785	0.00249793	1	0.0014527544548417163
G000019285	0.171193	0.61757	0.2034246581851614
G000153845	0.00277803	0.98097	0.004214818634628576
G000154145	0.00450073	0.97573	0.003524658185161427
G000168775	0.00225081	1	0.0015348444347188992
G000170295	0.00263099	0.99944	0.0017627544548417162
G000219045	0.176618	0.57945	0.2147946581851614
G000262205	0.178954	0.56338	0.21425465818516137
G000313385	0.00250753	1	0.0020727544548417164
G000478845	0.00228502	1	0.0007968431612208442
G000505725	0.17859	0.56333	0.2142946581851614
G000524575	0.00441241	0.99676	0.0033046581851614272
G000681495	0.00253137	0.9903	0.0015127544548417164
G000742095	0.00671671	0.98112	0.009064658185161426
G000764555	0.193926	0.47677	0.22393465818516142
G000833335	0.00224311	1	0.0012642897707786543
G001042525	0.178591	0.56334	0.21369465818516142
G001042545	0.178637	0.56324	0.21369465818516142
G001412545	0.00455175	0.9954	0.004564658185161427
G001574475	0.00246297	1	0.0012027544548417163
G001574485	0.00246964	1	0.0012027544548417163
G001574495	0.00246182	1	0.0012027544548417163
G001574555	0.00223709	1	0.0007648444347188993
G001574565	0.00247257	1	0.0012027544548417163
G001574585	0.00245848	1	0.0012027544548417163
G001574605	0.00246281	1	0.0012027544548417163
G001574655	0.00223919	1	0.0009332122164815138
G001574695	0.00222922	1	0.0009748444347188993
G001574705	0.00245822	1	0.0012027544548417163
G001574735	0.00224656	1	0.0009332122164815138
G001574755	0.00246665	1	0.0012027544548417163
G001574775	0.00224593	1	0.0008348444347188993
G001574785	0.00229642	1	0.0010436161819693491
G001574795	0.00245849	1	0.0012027544548417163
G001574835	0.0024611	1	0.0012027544548417163
G001574885	0.00234963	0.94509	0.0010236142932084935
G001574905	0.00598762	0.10454	0.0013748444347188994
G001574935	0.0051998	0.2565	0.0013748444347188994
G001574945	0.0076508	0.13867	0.0014511857837710325
G001608445	0.089486	0.93448	0.08768465818516143
G001611815	0.00233967	0.99996	0.0019284458192035522
G001696925	0.00227542	0.99991	0.0015077681456620758
G001696935	0.00237448	0.99857	0.0009048444347188993
G001696945	0.004465	0.99699	0.0032846581851614263
G001696955	0.00237749	0.99611	0.0010242897707786539
G001753795	0.131882	0.77174	0.1268946581851614
