#FeatureID	ESTIMATED
G000009765	0.0202194
G000010605	0.0162474
G000091305	0.0173255
G000158935	0.0196898
G000158955	0.0140912
G000203835	0.0190278
G000213055	0.0120295
G000317595	0.0230566
G000331005	0.0304521
G000349325	0.0193872
G000376565	0.0216002
G000429085	0.0121241
G000444875	0.0127293
G000497425	0.0160204
G000716215	0.016342
G000716675	0.0156421
G000716805	0.0317004
G000718315	0.014129
G000718595	0.0170985
G000719335	0.0133157
G000719955	0.0114621
G000720475	0.0135805
G000721235	0.014791
G000721275	0.0226404
G000725495	0.0190089
G000802245	0.0174768
G000830005	0.0299225
G000968255	0.0233781
G001005085	0.0207301
G001013905	0.0159826
G001278075	0.0166635
G001279695	0.0202005
G001298575	0.0159448
G001418335	0.067997
G001418415	0.0205977
G001418465	0.0204842
G001418475	0.0182523
G001418585	0.024494
G001419695	0.0126915
G001419745	0.021846
G001509795	0.0175714
G001511815	0.0252695
G001513975	0.0172309
G001514045	0.0359183
G001611795	0.0282391
G001654495	0.0142614
G001660045	0.0163041
G001746425	0.0179875
G001750785	0.0228863
G001905365	0.0139588
