#FeatureID	ESTIMATED
G000009765	0.0138535
G000156435	0.020188
G000158935	0.204712
G000158955	0.0207931
G000204605	0.0132484
G000317595	0.029046
G000349325	0.0238058
G000376565	0.0265096
G000444875	0.0322518
G000497445	0.0406849
G000716215	0.0207673
G000716675	0.0345822
G000716805	0.015759
G000721105	0.0203167
G000721235	0.026059
G000725495	0.015965
G000725795	0.0211536
G000802245	0.0207802
G000968255	0.0170207
G001005085	0.025338
G001013905	0.0184112
G001298575	0.0260847
G001418335	0.0268186
G001418415	0.01442
G001418465	0.0144071
G001418475	0.0264066
G001418585	0.0250933
G001419695	0.0124501
G001419745	0.014317
G001509795	0.0327411
G001511815	0.0479078
G001513975	0.0353933
G001514045	0.0205485
G001611795	0.02163
G001654495	0.0205356
