#FeatureID	ESTIMATED
G000010605	0.0177181
G000091305	0.107137
G000092385	0.0165613
G000156435	0.0159443
G000158955	0.0169083
G000203835	0.0169854
G000317595	0.0553328
G000331005	0.0193954
G000349325	0.0240225
G000376565	0.0172553
G000716215	0.0206293
G000716675	0.0176602
G000716805	0.0162142
G000721105	0.0216126
G000721235	0.0158672
G000725495	0.0164649
G000830005	0.0193954
G000938975	0.0163492
G000968255	0.0165998
G001005085	0.0162142
G001279985	0.0209956
G001298575	0.0214776
G001418465	0.017371
G001418585	0.019646
G001418655	0.0174289
G001509795	0.0326791
G001511815	0.0207835
G001513975	0.0360338
G001514045	0.0169276
G001611795	0.0156551
G001654495	0.0162721
G001729485	0.280462
