#FeatureID	ESTIMATED
G000015005	0.0330985
G000015305	0.017813
G000015405	0.0232174
G000184435	0.0126909
G000230895	0.0113734
G000230935	0.0266724
G000266905	0.0160653
G000317305	0.0125834
G000328565	0.0115482
G000455325	0.269561
G000559085	0.0227872
G000612825	0.0562083
G000613185	0.0240643
G000620625	0.0158636
G000805385	0.194504
G001005175	0.0211201
G001021385	0.0247499
G001044235	0.0174903
G001044245	0.0111045
G001049355	0.0117498
G001291445	0.0189288
G001426545	0.0106609
G001428895	0.0203538
G001499855	0.0157964
G001499915	0.0147612
G001570425	0.0383685
G001583415	0.0287831
G001655245	0.0180818
