#FeatureID	ESTIMATED
G000010525	0.0111389
G000011365	0.12251
G000013365	0.0710153
G000013745	0.0183666
G000013885	0.0130856
G000014825	0.0188893
G000017645	0.0145816
G000092925	0.0661127
G000195775	0.0361205
G000284375	0.128585
G000344805	0.0284602
G000378025	0.0344983
G000472425	0.0579658
G000504425	0.0145455
G000701345	0.0168166
G000935205	0.0272165
G000938285	0.0893639
G000938305	0.040266
G001440405	0.023846
G001641695	0.0751789
G001693385	0.0202051
G900100155	0.0340297
G900104755	0.0257385
G900108575	0.0114634
