#FeatureID	ESTIMATED
G000015005	0.0337375
G000015305	0.0658187
G000015405	0.0446917
G000230895	0.0326749
G000230935	0.0510517
G000317305	0.0205488
G000455165	0.0340032
G000455325	0.0393787
G000559085	0.0443948
G000612825	0.0320343
G000613185	0.0346282
G000620625	0.0453324
G000805385	0.0335031
G000970885	0.0158765
G000972925	0.0208926
G001005175	0.0467856
G001021385	0.0482389
G001021505	0.0275495
G001044235	0.0500672
G001044245	0.0318155
G001049355	0.0394099
G001291445	0.0224084
G001428895	0.0315342
G001499915	0.0423321
G001570425	0.0301435
G001583415	0.0584742
G001673105	0.022674
