REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009245	0.0110783	0.95397	0.02052205334389244
G000011405	0.0113893	0.95611	0.02250587065917388
G000014605	0.0114065	0.95619	0.02250587065917388
G000017785	0.0114215	0.95386	0.02083570703826375
G000019285	0.163662	0.57294	0.19076209677578276
G000153845	0.0114744	0.95249	0.023672264624323664
G000168775	0.0110668	0.95618	0.020822966767485268
G000170295	0.0117496	0.95288	0.02114570703826375
G000219045	0.175291	0.53311	0.20561611414293504
G000262205	0.156176	0.54756	0.19425038194531674
G000313385	0.0114376	0.95381	0.02145570703826375
G000478845	0.0114347	0.95612	0.02157587065917388
G000524575	0.0130651	0.94737	0.02214988285086798
G000681495	0.0115486	0.94325	0.02089570703826375
G000742095	0.0150721	0.94231	0.02720139646626566
G000833335	0.0110642	0.95397	0.02052205334389244
G001042525	0.155157	0.54152	0.19374716666581185
G001042545	0.155169	0.54127	0.19374716666581185
G001412545	0.0131721	0.94815	0.023409882850867973
G001574475	0.0113579	0.95585	0.020585707038263748
G001574485	0.0112812	0.95565	0.020585707038263748
G001574495	0.011505	0.95641	0.020585707038263748
G001574555	0.0110771	0.95609	0.02005296676748527
G001574565	0.011433	0.95617	0.020585707038263748
G001574585	0.0114371	0.95622	0.020585707038263748
G001574605	0.0112783	0.95571	0.020585707038263748
G001574635	0.0113705	0.95603	0.02207587065917388
G001574655	0.0110631	0.95609	0.020634255092419448
G001574675	0.010941	0.95583	0.020644255092419447
G001574695	0.0110727	0.95605	0.02026296676748527
G001574705	0.0113698	0.95616	0.020585707038263748
G001574735	0.0110471	0.95609	0.020634255092419448
G001574755	0.01133	0.95591	0.020585707038263748
G001574775	0.0110866	0.9562	0.02012296676748527
G001574785	0.0111563	0.95624	0.020431889722982318
G001574795	0.0112882	0.95574	0.020585707038263748
G001574835	0.0114107	0.95618	0.020585707038263748
G001574865	0.0131051	0.42735	0.02010296676748527
G001574885	0.0115215	0.90668	0.020292966767485265
G001574905	0.0122515	0.16678	0.020662966767485268
G001574935	0.0133645	0.21405	0.020662966767485268
G001574945	0.0125038	0.27713	0.020652966767485268
G001608445	0.098752	0.87612	0.09826536511006
G001611815	0.0113903	0.95457	0.02128479361467092
G001696935	0.0110729	0.95455	0.02019296676748527
G001696945	0.013228	0.93311	0.02184197808576295
G001696955	0.0111699	0.9463	0.020282053343892444
G001753795	0.140929	0.6894	0.13515635039564633
