#FeatureID	ESTIMATED
G000009245	0.0251591
G000011405	0.0236701
G000014605	0.0236599
G000017785	0.023558
G000153845	0.025975
G000168775	0.0251795
G000170295	0.0235682
G000262205	0.0305234
G000313385	0.023507
G000478845	0.0240067
G000524575	0.0224668
G000681495	0.0233846
G000742095	0.017796
G000833335	0.0251591
G001042525	0.0311149
G001042545	0.0310129
G001412545	0.0225789
G001574475	0.0236599
G001574485	0.0236294
G001574495	0.0236905
G001574555	0.0256486
G001574565	0.0237007
G001574585	0.0236905
G001574605	0.0236803
G001574635	0.0240883
G001574655	0.0253223
G001574675	0.0262197
G001574695	0.0255364
G001574705	0.0237925
G001574735	0.0253631
G001574755	0.023609
G001574775	0.0254854
G001574785	0.0254344
G001574795	0.0239965
G001574835	0.0235376
G001574865	0.010647
G001574885	0.0241801
G001611815	0.0256894
G001696935	0.0253529
G001696945	0.0263625
G001696955	0.0253631
