#FeatureID	ESTIMATED
G000009765	0.0250599
G000091305	0.128575
G000156435	0.0167503
G000158935	0.0180042
G000158955	0.0208676
G000203835	0.0194453
G000317595	0.0788853
G000331005	0.0291586
G000349325	0.0322653
G000376565	0.0429144
G000444875	0.016638
G000497445	0.0175363
G000716215	0.0428395
G000716805	0.0255278
G000721105	0.0489781
G000721275	0.0203249
G000830005	0.0446175
G000968255	0.0252096
G001005085	0.0334818
G001279985	0.0191645
G001298575	0.0219719
G001418335	0.0237311
G001418585	0.0315916
G001418655	0.0270437
G001509795	0.0218783
G001511815	0.0183598
G001513975	0.0406311
G001611795	0.0231135
G001654495	0.0188838
G001660045	0.017162
G001751375	0.0306184
G001905365	0.0187715
