REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000011365	0.156797	0.44751	0.2122881473843361
G000013365	0.17519	0.30387	0.21406107327096802
G000013745	0.186132	0.26284	0.23811524779634882
G000013885	0.167067	0.28001	0.23095686132986087
G000014825	0.18397	0.25609	0.23614524779634885
G000195775	0.182574	0.27646	0.2308705951582552
G000218565	0.191273	0.17287	0.2841800972201307
G000239815	0.20669	0.00184	0.24040271652427092
G000284375	0.156505	0.44471	0.2037881473843361
G000308295	0.201584	0.10155	0.26728009722013063
G000314675	0.191811	0.21356	0.2644200972201306
G000314735	0.194362	0.16248	0.28610009722013063
G000333455	0.195595	0.0086	0.2408205951582552
G000336555	0.193574	0.20751	0.2664500972201307
G000344805	0.182817	0.32085	0.24407271652427093
G000379145	0.20147	0.01036	0.22161920864687434
G000472425	0.178735	0.31933	0.22661021958579713
G000472865	0.187716	0.06712	0.22339920864687435
G000473125	0.20138	0.03523	0.20849814738433609
G000504425	0.187953	0.2172	0.2550352477963489
G000516555	0.193052	0.08785	0.28317009722013065
G000701345	0.188996	0.28578	0.23263817599697098
G000935205	0.186878	0.29563	0.23850513555199726
G000938285	0.160279	0.4192	0.21052345898181118
G000938305	0.179449	0.35861	0.22950920864687435
G001425835	0.193638	0.20393	0.2645200972201307
G001440405	0.1842	0.33466	0.21985920864687433
G001440475	0.212643	0.02161	0.22655920864687434
G001641695	0.163373	0.41767	0.20513068742767943
G001693385	0.184316	0.32658	0.22972920864687435
G900104755	0.182156	0.34171	0.22397920864687434
G900108575	0.192701	0.25271	0.2580868853654872
