#FeatureID	ESTIMATED
G000011405	0.0271655
G000014605	0.027145
G000017785	0.02811
G000019285	0.0367956
G000153845	0.0271039
G000168775	0.0277918
G000262205	0.0237878
G000313385	0.0280484
G000478845	0.0275043
G000524575	0.0236235
G000681495	0.0276994
G000742095	0.0192602
G000833335	0.0276378
G001042525	0.0234182
G001042545	0.0233771
G001412545	0.0236543
G001574475	0.0281306
G001574485	0.0279252
G001574495	0.0281819
G001574565	0.0281511
G001574585	0.0281511
G001574605	0.0280074
G001574635	0.0275864
G001574655	0.0278328
G001574675	0.0279663
G001574695	0.0281922
G001574705	0.0282127
G001574735	0.0278534
G001574775	0.0280998
G001574785	0.0279355
G001574795	0.0282743
G001574865	0.0136957
G001574885	0.0240855
G001574945	0.0105541
G001611815	0.0279868
G001696935	0.0280998
G001696945	0.025143
G001696955	0.0278123
