#FeatureID	ESTIMATED
G000015005	0.0274895
G000015305	0.0413933
G000015405	0.0373175
G000230895	0.0211591
G000230935	0.0611938
G000266905	0.0308426
G000317305	0.0166932
G000328565	0.0170689
G000455165	0.02457
G000455325	0.0384304
G000559085	0.0527533
G000612825	0.0268102
G000613185	0.0281977
G000620625	0.0226911
G000805385	0.0352363
G000970885	0.017199
G000972925	0.0256395
G001005175	0.03963
G001021385	0.0606012
G001021505	0.0302356
G001044235	0.0328082
G001044245	0.0211736
G001049355	0.025972
G001291445	0.0187744
G001426545	0.0169822
G001428895	0.026579
G001499855	0.0301055
G001499915	0.0266657
G001570425	0.0253071
G001583415	0.0555716
G001655245	0.039471
G001673105	0.0254372
