#FeatureID	ESTIMATED
G000009245	0.0182773
G000011405	0.0182888
G000014605	0.0182773
G000017785	0.0173715
G000019285	0.0155827
G000153845	0.0171536
G000154145	0.0139201
G000170295	0.0174632
G000219045	0.0163395
G000313385	0.0173485
G000505725	0.103243
G000524575	0.0143214
G000681495	0.0173371
G000742095	0.0126817
G000833335	0.0182658
G001042525	0.103289
G001042545	0.103266
G001412545	0.014459
G001574475	0.0176352
G001574485	0.0176352
G001574495	0.0175779
G001574555	0.0191717
G001574565	0.0176467
G001574585	0.0176237
G001574605	0.0176237
G001574635	0.0186786
G001574655	0.0185296
G001574675	0.0184952
G001574695	0.0188392
G001574705	0.0177728
G001574735	0.0185984
G001574755	0.0176352
G001574775	0.0190799
G001574785	0.018564
G001574795	0.0176467
G001574835	0.0175549
G001574885	0.0161102
G001608445	0.0117186
G001611815	0.0188965
G001696925	0.0184608
G001696935	0.0187474
G001696945	0.0144017
G001696955	0.0184722
