REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000014385	0.00558446	0.90333	0.010094313906015208
G000286115	0.0036874	0.97514	0.0033822219852893023
G000286215	0.00464204	0.91842	0.009324313906015208
G000309425	0.00342686	0.98506	0.0036858239694313884
G000725025	0.00247045	0.98582	0.003375752030954044
G000725035	0.00258976	0.99498	0.003805752030954044
G000762045	0.014719	0.88323	0.01694431390601521
G001867465	0.00363679	0.9751	0.0045335735798527465
G001867525	0.00341819	0.97272	0.004534313906015207
G001867535	0.00330838	0.9844	0.002753408306918722
G001867555	0.00212567	0.9534	0.0037349137912248546
G001867615	0.00268657	0.99248	0.0038364163241114643
G001867795	0.00243143	0.98868	0.004243665921188089
G001867835	0.0023824	0.98857	0.0030549137912248545
G001867875	0.00242789	0.98868	0.0040649957821122075
G001867915	0.00238577	0.98857	0.002703122111769547
G001867975	0.00263698	0.99391	0.0033596341459442196
G001868045	0.00210134	0.9534	0.004013665921188088
G001868105	0.00356393	0.97463	0.0036635735798527455
G001868145	0.0024488	0.98865	0.0038666816217362223
G001868185	0.00245011	0.98857	0.002869881111614805
G001868195	0.00226396	0.95256	0.0033857520309540433
G001868205	0.00358348	0.97086	0.004499621959023773
G001868225	0.00256315	0.99248	0.00665963414594422
G001868275	0.00368798	0.97514	0.0055993535232283925
G001868315	0.00246534	0.99486	0.0022849137912248547
G001868405	0.00244024	0.98868	0.0040036659211880885
G001868525	0.00213298	0.95339	0.0037264163241114644
G001868545	0.00267781	0.99358	0.00276963414594422
G001868555	0.00481133	0.97204	0.0037194530085282174
G001868715	0.00248377	0.99624	0.005853466947969521
G001868805	0.00215501	0.9534	0.0036558239694313883
G001869295	0.00251655	0.99065	0.005184597835675072
G001869305	0.0022075	0.99514	0.004580748309018926
G001869395	0.0024307	0.98872	0.003616917110995836
G001869405	0.00244358	0.98878	0.0031149137912248547
G001869445	0.00257413	0.99465	0.004289453008528217
G001869655	0.00343592	0.98519	0.0031811579173400785
G001869735	0.00267861	0.99348	0.00516963414594422
G001869815	0.00218977	0.99512	0.004109585657340596
G001869885	0.00256924	0.99495	0.003736917110995836
G001869945	0.00363231	0.97469	0.003139353523228392
G001870005	0.00382631	0.96871	0.006617513233838639
G001870015	0.0024574	0.99551	0.004064913791224855
G001939485	0.00369222	0.97514	0.004809353523228392
