#FeatureID	ESTIMATED
G000014385	0.0176238
G000286115	0.0227645
G000286215	0.0184923
G000309425	0.0242895
G000725025	0.0231078
G000725035	0.0238451
G001867465	0.0226736
G001867525	0.0224312
G001867535	0.0229059
G001867555	0.0216636
G001867615	0.0231381
G001867795	0.023027
G001867835	0.0230977
G001867875	0.0231583
G001867915	0.0233704
G001867975	0.0232896
G001868045	0.0218454
G001868105	0.0225928
G001868145	0.023027
G001868185	0.0232492
G001868195	0.0216737
G001868205	0.0226029
G001868225	0.0234512
G001868275	0.0224009
G001868315	0.0232593
G001868405	0.0229664
G001868525	0.0218656
G001868545	0.0231987
G001868555	0.0219363
G001868715	0.0235219
G001868805	0.0217949
G001869295	0.0228857
G001869305	0.0247036
G001869395	0.0230472
G001869405	0.0229967
G001869445	0.0232593
G001869655	0.0228655
G001869735	0.0231785
G001869815	0.0253096
G001869885	0.0230977
G001869945	0.022411
G001870005	0.0223706
G001870015	0.0232694
G001939485	0.0223403
