REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.175468	0.48247	0.16949164222103735
G000010605	0.170477	0.48313	0.1708167486680125
G000091305	0.180596	0.48034	0.17961603916402857
G000156435	0.174804	0.47842	0.17446705904042323
G000158935	0.165616	0.52951	0.17230799319315643
G000158955	0.176628	0.46886	0.17878008453733307
G000163875	0.190565	0.3888	0.20807795784374883
G000203835	0.165185	0.5352	0.1723679931931564
G000213055	0.195006	0.36369	0.21342220121617683
G000225525	0.187493	0.06679	0.17238626241273233
G000242715	0.0194973	0.00047	0.1927325201920886
G000253235	0.182306	0.44853	0.1792579578437488
G000317595	0.179593	0.45176	0.17742603916402858
G000331005	0.180251	0.44696	0.18298173857306296
G000342125	0.192848	0.36782	0.20068903654224837
G000349325	0.17738	0.47705	0.17140626241273232
G000373565	0.182111	0.04274	0.1876111353255257
G000375725	0.224194	0.0302	0.1590250100521055
G000376565	0.180082	0.48982	0.17673173857306296
G000384175	0.193706	0.10228	0.17929795784374886
G000429085	0.179673	0.39966	0.18272368881320886
G000444875	0.177604	0.47297	0.16208252019208863
G000497425	0.183916	0.42894	0.19550949744114768
G000497445	0.177958	0.45681	0.17603252019208862
G000695235	0.190305	0.41863	0.19965298236764387
G000716215	0.176204	0.4746	0.17654626241273233
G000716805	0.18021	0.45122	0.18532164222103734
G000717025	0.170706	0.45151	0.1749567486680125
G000717345	0.187394	0.41903	0.19319298236764387
G000718015	0.189047	0.38258	0.19661298236764385
G000718095	0.18218	0.41854	0.19026949744114768
G000718315	0.180456	0.46242	0.17374252019208863
G000718595	0.182176	0.44035	0.1806279578437488
G000718635	0.18953	0.41167	0.19989903654224836
G000719265	0.19041	0.38242	0.19525903654224835
G000719335	0.187169	0.42545	0.19169795784374885
G000719955	0.1852	0.42512	0.1882222012161768
G000720455	0.186113	0.41613	0.19902795784374883
G000720475	0.181598	0.45362	0.1825767665576787
G000721105	0.177212	0.47326	0.16967626241273234
G000721235	0.168653	0.51499	0.16860799319315642
G000721265	0.191411	0.37209	0.21411949744114767
G000721275	0.185114	0.45711	0.1839679578437488
G000725495	0.177073	0.49308	0.17245164222103734
G000725795	0.176607	0.42317	0.17542252019208862
G000802245	0.184023	0.38484	0.1930825201920886
G000818195	0.202494	0.08903	0.19426949744114766
G000819545	0.187993	0.13831	0.18271589581928177
G000827005	0.186857	0.42326	0.1888707728779843
G000830005	0.181548	0.45139	0.17667795784374882
G000935125	0.190029	0.3829	0.19262298236764389
G000968255	0.176873	0.49508	0.17167164222103737
G001005085	0.17974	0.50646	0.17399252019208863
G001013905	0.1766	0.47756	0.16828307831384803
G001187435	0.193073	0.36933	0.19819903654224838
G001278075	0.182593	0.43854	0.1923179578437488
G001279695	0.17962	0.4459	0.18556795784374883
G001279725	0.186535	0.37705	0.20204795784374882
G001279985	0.178612	0.47277	0.17406975789586102
G001298575	0.180461	0.4677	0.18102173857306297
G001418335	0.178677	0.46642	0.18178164222103735
G001418415	0.177301	0.46077	0.1810570590404232
G001418465	0.179657	0.47015	0.17855542158128743
G001418475	0.17779	0.45666	0.18001603916402856
G001418585	0.177405	0.4783	0.17471626241273233
G001418655	0.177793	0.47751	0.1665016422210373
G001419695	0.178079	0.41664	0.18677705904042322
G001419745	0.178984	0.47424	0.1768154215812874
G001509795	0.175537	0.48275	0.16710626241273235
G001511815	0.176927	0.49911	0.16718252019208862
G001513975	0.17662	0.45851	0.16889626241273234
G001514045	0.176367	0.48444	0.1753262624127323
G001611795	0.176993	0.47306	0.16935008453733308
G001646665	0.182275	0.43973	0.1757579578437488
G001654495	0.17607	0.48392	0.1704725201920886
G001693675	0.189667	0.37797	0.20559795784374882
G001729485	0.186362	0.41237	0.1914329823676439
G001746425	0.186109	0.4096	0.19502795784374882
G001750785	0.184824	0.4149	0.1898379578437488
