#FeatureID	ESTIMATED
G000015305	0.0664534
G000015405	0.0454104
G000184435	0.0455722
G000230895	0.025248
G000266905	0.0417805
G000317305	0.0363535
G000328565	0.0253199
G000455165	0.0304234
G000455325	0.0845673
G000559085	0.0358324
G000613185	0.0724914
G000620625	0.0329572
G000805385	0.0427149
G001005175	0.0452846
G001021385	0.0224267
G001044245	0.0295069
G001049355	0.0358324
G001307545	0.0418344
G001426545	0.0239901
G001494595	0.0236307
G001499915	0.0587083
G001570425	0.0620148
G001583415	0.0716468
