#FeatureID	ESTIMATED
G000025565	0.071987
G000164865	0.0413371
G000215745	0.0339441
G000240185	0.0342933
G000247895	0.0326993
G000248015	0.0245776
G000262305	0.0148923
G000300455	0.0346424
G000302695	0.0149378
G000463155	0.021587
G000621185	0.0242436
G000648515	0.106705
G000694955	0.0713191
G000735365	0.0228622
G000735455	0.0363578
G000735515	0.0466959
G000757785	0.0218602
G000757825	0.0293747
G000759795	0.0268092
G000982825	0.0255643
G001022135	0.0316366
G001022195	0.0442366
G001187865	0.0252304
G001297765	0.0371169
G001558935	0.0891564
G001571285	0.0359328
