#FeatureID	ESTIMATED
G000009765	0.0153056
G000091305	0.0144955
G000156435	0.0296564
G000158935	0.0661121
G000158955	0.0215841
G000203835	0.0704231
G000204605	0.0169693
G000317595	0.014047
G000331005	0.0143653
G000349325	0.0229729
G000376565	0.02183
G000497445	0.0407957
G000716215	0.0191537
G000716675	0.0164774
G000716805	0.0161881
G000718315	0.035689
G000719955	0.0144231
G000720475	0.0119783
G000721105	0.0214105
G000721235	0.0615696
G000725495	0.0238264
G000725795	0.0255335
G000802245	0.0191537
G000968255	0.0183725
G001005085	0.0357613
G001013905	0.0245931
G001298575	0.0149439
G001418335	0.0157251
G001418465	0.0152188
G001418475	0.0134828
G001418585	0.0215262
G001418655	0.0168969
G001419695	0.0184738
G001419745	0.015783
G001509795	0.025736
G001511815	0.055349
G001513975	0.0225099
G001514045	0.0213816
G001611795	0.0254756
G001654495	0.0248101
