#FeatureID	ESTIMATED
G000015005	0.0355907
G000015305	0.0361972
G000015405	0.0259164
G000184435	0.0272773
G000230895	0.0308867
G000230935	0.0150735
G000266905	0.0420106
G000317305	0.0163013
G000455165	0.0297328
G000455325	0.0374397
G000559085	0.0149848
G000613185	0.0300879
G000620625	0.0396438
G000805385	0.0297772
G001005175	0.0299991
G001021385	0.0158723
G001044235	0.155069
G001049355	0.0303689
G001291445	0.0202657
G001307545	0.0319813
G001426545	0.0835626
G001428895	0.0209609
G001494595	0.017322
G001499855	0.0299104
G001499915	0.0256649
G001570425	0.0588
G001583415	0.0358717
G001655245	0.033431
